High Level Facilitation Council	Consiliul de facilitare la nivel înalt|Consiliul de facilitare al ACT-A
Access to COVID-19 Tools Accelerator Facilitation Council	Consiliul de facilitare la nivel înalt|Consiliul de facilitare al ACT-A
human embryonic stem cell	celulă stem embrionară umană
hESC	celulă stem embrionară umană
Stakeholder Consultative Platform	platformă de consultare a părților interesate
NNG	număr net de granule nucleare
net nuclear grains	număr net de granule nucleare
net nuclear grain count	număr net de granule nucleare
RMR	metabolism bazal|MB
basal metabolic rate	metabolism bazal|MB
resting metabolic rate	metabolism bazal|MB
BMR	metabolism bazal|MB
eye drops	picături de ochi|picături oftalmice
ophthalmic drops	picături de ochi|picături oftalmice
potato wart fungus	ciuperca <i>Synchytrium endobioticum</i>
sheltered workshop	atelier protejat
Code	Codul mondial antidoping
World Anti-Doping Code	Codul mondial antidoping
leukocyte infiltration	infiltrație leucocitară
ootidogenesis	ovocitogeneză
replicon	replicon
isotretinoin	isotretinoin
antiretroviral	antiretroviral
antiretroviral medicine	antiretroviral
ARV	antiretroviral
antiretroviral agent	antiretroviral
antiretroviral drug	antiretroviral
metabolic disorder	tulburare de metabolism
plant protection action	acțiune fitosanitară
synovial layer	membrană sinovială
side effect	efect secundar
degenerative disease	boală degenerativă
corrosion	corodare
oxycodone	oxicodonă
cranial neuritis	nevrită craniană
European electronic health record exchange format	format european pentru schimbul de dosare electronice de sănătate
dark-field microscopic examination	microscopie în câmp întunecat
rejected veterinary medicinal product	produs medicinal veterinar respins
septic shock	șoc septic
olfactory bulb	bulb olfactiv
anthrax	antrax
synovial	sinovial
destructive sampling	prelevare de probe prin metoda distructivă|prelevare de probe distructivă
TK6 human lymphoblastoid cell	celulă limfoblastoidă umană TK6
angiotensin converting enzyme	enzima de conversie a angiotensinei
ACE	enzima de conversie a angiotensinei
gastrointestinal anthrax	antrax gastrointestinal
redness	roșeață
concurrent solvent control group	grupul probelor de solvent simultane
concurrent solvent control	grupul probelor de solvent simultane
common name	denumire comună
APA	acord preliminar de achiziție|APA
advance purchase agreement	acord preliminar de achiziție|APA
range finding test	test de determinare a intervalului
disease management pathway	parcurs de prevenire și gestionare a bolii
skin sensitising effect	efect de sensibilizare cutanată
EU expert group on Social Determinants of Health and Health Inequalities	Grupul de experți UE privind factorii sociali determinanți ai sănătății și ai inegalităților în materie de sănătate
heparin	heparină
suspected unexpected serious adverse reaction	reacție adversă gravă neașteptată suspectată
SUSAR	reacție adversă gravă neașteptată suspectată
Safety Gate rapid alert system	sistemul de alertă rapidă „Safety Gate”
Safety Gate	sistemul de alertă rapidă „Safety Gate”
clupeoids	alte specii de clupeide|clupeide (tip hering)
mass vaccination campaign	campanie de vaccinare în masă|campanie de vaccinare
vaccination campaign	campanie de vaccinare în masă|campanie de vaccinare
mass campaign	campanie de vaccinare în masă|campanie de vaccinare
metabolic profile	profil metabolic
Cancer Inequalities Registry	Registrul privind inegalitățile în domeniul cancerului
non-target volume	volum care nu este țintă|volum nevizat
elongation	elongare
sperm morphology	morfologie a spermei
hemibiotroph	agent patogen hemibiotrof
central venous access catheter	CVC|cateter venos central
CVAC	CVC|cateter venos central
central venous line	CVC|cateter venos central
central vascular catheter	CVC|cateter venos central
CVC	CVC|cateter venos central
central line	CVC|cateter venos central
central venous catheter	CVC|cateter venos central
hyperlipaemia	hiperlipidemie
hyperlipidaemia	hiperlipidemie
radionuclide	radionuclid|nuclid radioactiv
radio-nuclide	radionuclid|nuclid radioactiv
phoxim	foxim|alfa-(dietoxifosfinotioilimino) fenilacetonitril
<i>O</i>-{[cyano(phenyl)methylidene]amino} <i>O</i>,<i>O</i>-diethyl phosphorothioate	foxim|alfa-(dietoxifosfinotioilimino) fenilacetonitril
scintigraphy	scintigrafie
bone marrow aspirate	aspirat de maduvă|aspirat medular
MMS	metansulfonat de metil
methyl methanesulphonate	metansulfonat de metil
nuchal ligament	ligamentul nucal
master seed lot	lot matcă
master seed	lot matcă
pleural effusion	revărsat pleural
endosymbiotic bacterium	bacterie endosimbiotică
bacterial endosymbiont	bacterie endosimbiotică
secretion	secreție
bretylium tosilate	tosilat de bretiliu
metabolite	metabolit
SERM	modulator selectiv al receptorilor estrogenici
selective oestrogen receptor modulator	modulator selectiv al receptorilor estrogenici
fixation medium	mediu de fixare
misdiagnosis	eroare de diagnostic|diagnostic eronat
seabasses	lavrac
European Cancer Patient Digital Centre	Centru digital european pentru pacienții bolnavi de cancer
hyaluronic acid	acid hialuronic
hyaluronan	acid hialuronic
eye tracker	dispozitiv de urmărire a privirii|dispozitiv de urmărire a ochilor
gaze tracker	dispozitiv de urmărire a privirii|dispozitiv de urmărire a ochilor
exotic disease	boală exotică
immediate-release oral formulation	formă farmaceutică orală cu eliberare imediată
immediate release solid oral dosage form	formă farmaceutică orală cu eliberare imediată
immediate-release oral dosage form	formă farmaceutică orală cu eliberare imediată
immediate-release oral pharmaceutical form	formă farmaceutică orală cu eliberare imediată
gene drive	propagare preferențială a genelor
conjunctival swab	exsudat conjunctival
pattern recognition	recunoaștere a tiparelor|recunoaștere a modelelor
comparative observational study	studii observaționale comparative
regulatory framework	cadru de reglementare
fluorescent treponemal antibody-absorption test	test cu absorbția anticorpilor anti-treponemă marcați fluorescenți
FTA-ABS test	test cu absorbția anticorpilor anti-treponemă marcați fluorescenți
BZD	benzodiazepină
benzo	benzodiazepină
benzodiazepine	benzodiazepină
similar test method	test similar
me-too test	test similar
full-thickness cartilage defect	defect al întregii grosimi a cartilajului
full-thickness articular cartilage defect	defect al întregii grosimi a cartilajului
deep cartilage defect	defect al întregii grosimi a cartilajului
DHW	ACM|apă caldă menajeră
domestic hot water	ACM|apă caldă menajeră
challenge study	test de provocare
controlled infection study	test de provocare
96-well microtiter plate	placă de microtitrare cu 96 de godeuri|placă cu 96 de godeuri
96-well plate	placă de microtitrare cu 96 de godeuri|placă cu 96 de godeuri
tympanic membrane retraction	retracția membranei timpanice
eardrum retraction	retracția membranei timpanice
animal of the equine species	ecvideu
equine animal	ecvideu
resuscitation medicine	medicament necesar resuscitării
resuscitation drug	medicament necesar resuscitării
anatomic dead space	spațiu mort anatomic
anatomical dead space	spațiu mort anatomic
stunting	piticire
genetically modified cell	celulă modificată genetic
sulfaclozine	sulfaclozină
meningitis	meningită
spinal meningitis	meningită
opaque cornea	cornee opacifiată
Gaucher's disease	boala Gaucher
Gaucher disease	boala Gaucher
refractory case	caz refractar
bogue	Boops|hupă|gupă
anthrax meningoencephalitis	antrax meningeal/meningoencefalitic
meningeal/meningoencephalitic anthrax	antrax meningeal/meningoencefalitic
meningeal anthrax	antrax meningeal/meningoencefalitic
xylem	xilem
biological veterinary medicinal product	medicament biologic de uz veterinar
veterinary biological medicinal product	medicament biologic de uz veterinar
prescription only medicine	medicament eliberat cu prescripție medicală
medicinal product subject to medical prescription	medicament eliberat cu prescripție medicală
ethical drug	medicament eliberat cu prescripție medicală
POM	medicament eliberat cu prescripție medicală
prescription-only medicinal product	medicament eliberat cu prescripție medicală
Rx drug	medicament eliberat cu prescripție medicală
prescription pharmaceutical	medicament eliberat cu prescripție medicală
prescription medicine	medicament eliberat cu prescripție medicală
prescription drug	medicament eliberat cu prescripție medicală
Strategic Preparedness and Response Plan	Planul strategic de pregătire și răspuns
SPRP	Planul strategic de pregătire și răspuns
quantitative composition	compoziție cantitativă
glycoprotein E-deleted vaccine	vaccin deletat gE|vaccin deletat
gE deleted vaccine	vaccin deletat gE|vaccin deletat
backbone	coloană vertebrală
spine	coloană vertebrală
vertebral column	coloană vertebrală
spinal column	coloană vertebrală
respiratory tract	aparat respirator
respiratory system	aparat respirator
young child	copil de vârstă mică
marketing authorisation under exceptional circumstances	autorizație de introducere pe piață acordată în circumstanțe excepționale
WT	tumora Wilms|nefroblastom
nephroblastoma	tumora Wilms|nefroblastom
Wilms' tumour	tumora Wilms|nefroblastom
Wilms tumour	tumora Wilms|nefroblastom
dietary study	studiul aportului alimentar
clinical evaluation	evaluare clinică
ethics committee	comitet de etică
electromagnetic disturbance	interferență electromagnetică
EMI	interferență electromagnetică
ophthalmology drug	medicament oftalmic
ophthalmic drug	medicament oftalmic
ophthalmic medicine	medicament oftalmic
nutrient composition	compoziție nutrițională|formulă nutritivă
nutritional composition	compoziție nutrițională|formulă nutritivă
nutrient profile	compoziție nutrițională|formulă nutritivă
electrophysiological effect	efect electrofiziologic
arthrography	artrografie
latent infection	infecție latentă
pair-fed control group	grup de control hrănit în paralel
carbapenem	carbapenem
containment measures	măsuri de limitare a răspândirii bolilor transmisibile|măsuri de limitare a răspândirii
custom-made device	dispozitiv fabricat la comandă
fixation	fixare
cancer centre	centru de oncologie|centru oncologic
cancer stage	stadiu al cancerului
emergency exposure	expunere de urgență
sulindac	sulindac
genomic medicine	medicină genomică
immunotoxicity	imunotoxicitate
fungistatic	fungistatic
erythema	erupție eritematoasă|eritem
flow cytometer	citometru în flux
CAT	tomografie axială computerizată
computerised tomography	tomografie axială computerizată
CT	tomografie axială computerizată
CAT scanning	tomografie axială computerizată
CT scanning	tomografie axială computerizată
computer tomography	tomografie axială computerizată
computed tomography	tomografie axială computerizată
computer-assisted tomography	tomografie axială computerizată
fermentation process	fermentație|dospire
fermentation	fermentație|dospire
MCD	tulburare cognitivă ușoară
mild cognitive impairment	tulburare cognitivă ușoară
MCI	tulburare cognitivă ușoară
mild cognitive disorder	tulburare cognitivă ușoară
pulmonary abscess	abces pulmonar
lung abscess	abces pulmonar
hepatitis B core antigen	antigen central|AgHBc|antigen core
core antigen of the HBV	antigen central|AgHBc|antigen core
HBcAg	antigen central|AgHBc|antigen core
primary bronchus	bronhie extralobulară
extra-lobar bronchus	bronhie extralobulară
extrapulmonary bronchus	bronhie extralobulară
EHIS	EHIS|anchetă europeană de sănătate realizată prin interviu
European Health Interview Survey	EHIS|anchetă europeană de sănătate realizată prin interviu
cocarcinogen	promotor de tumori
tumor promoter	promotor de tumori
tumour promotor	promotor de tumori
asymptomatic individual	persoană asimptomatică|pacient asimptomatic
asymptomatic case	persoană asimptomatică|pacient asimptomatic
asymptomatic patient	persoană asimptomatică|pacient asimptomatic
asymptomatic subject	persoană asimptomatică|pacient asimptomatic
Constitution of the World Health Organization	Constituția Organizației Mondiale a Sănătății|Constituția OMS
WHO Constitution	Constituția Organizației Mondiale a Sănătății|Constituția OMS
thymus	timus
axillary area	zonă axilară
wood bison	bizon de pădure
primary phloem	floem primar
MSD	afecțiune musculo-scheletică|AMS|afecțiune musculo-scheletală
musculoskeletal disorder	afecțiune musculo-scheletică|AMS|afecțiune musculo-scheletală
community spread	transmitere comunitară
gender reassignment	reatribuire de gen|tranziție de gen|schimbare de sex
transitioning	reatribuire de gen|tranziție de gen|schimbare de sex
transition	reatribuire de gen|tranziție de gen|schimbare de sex
viral isolate	izolat viral|izolat de virus
virus isolate	izolat viral|izolat de virus
occupational study	test ocupațional
articular surface	suprafață articulară
tissue construct	model de țesut
ferulic acid	acid ferulic
cancrum	cancer
ulcerative lesion	cancer
hydatidosis	echinococoză
echinococcosis	echinococoză
cut-off value	valoare prag|valoare limită
laboratory diet	regim alimentar utilizat în laborator
rabbit viral haemorrhagic disease	boala hemoragică a iepurelui
knockout animal	animal knockout
lead safety assessing Member State	stat membru principal responsabil de evaluarea siguranței
sulfamethoxazole	sulfametoxazol
cellular metabolism	metabolism
metabolism	metabolism
biotype	biotip
referrer	medic prescriptor|medic abilitat să facă trimiteri
colistin	colistină
period poverty	sărăcie menstruală
menstrual poverty	sărăcie menstruală
booster vaccination	vaccinare de rapel
exposure to a common source	expunere la o sursă comună
palliative care	îngrijiri paliative
postlactational ovary	ovar în perioada postlactație
CFU	unitate formatoare de colonii|CFU
QHO	coeficient de risc privind expunerea orală|QHO
hazard quotient for oral exposure	coeficient de risc privind expunerea orală|QHO
fasciation	fasciație
staphyloma	stafilom
Asian flu	gripa asiatică
hemp	cânepă
regulatory and procedural advice	recomandări procedurale și de reglementare
COSI	COSI|Inițiativa europeană privind supravegherea obezității infantile
European Childhood Obesity Surveillance Initiative	COSI|Inițiativa europeană privind supravegherea obezității infantile
recognised disability	handicap recunoscut
plasma derivative	derivat din plasmă|produs din plasmă|produs derivat din plasmă
plasma-derived medicinal product	derivat din plasmă|produs din plasmă|produs derivat din plasmă
plasma product	derivat din plasmă|produs din plasmă|produs derivat din plasmă
grain size analysis	analiza mărimii particulelor
particle size analysis	analiza mărimii particulelor
particle sizing	analiza mărimii particulelor
clinical audit	audit clinic
stratified medicine	medicină stratificată
American crocodile	crocodil american|<i>Crocodylus acutus</i>
occurrence of a disease	frecvența bolii
evidence-based addiction treatment	tratament bazat pe dovezi pentru dependență
Health Emergency Preparedness and Response Authority	Autoritatea pentru Pregătire și Răspuns în caz de Urgență Sanitară
European Health Emergency Preparedness and Response Authority	Autoritatea pentru Pregătire și Răspuns în caz de Urgență Sanitară
EU Health Emergency Preparedness and Response Authority	Autoritatea pentru Pregătire și Răspuns în caz de Urgență Sanitară
HERA	Autoritatea pentru Pregătire și Răspuns în caz de Urgență Sanitară
Health Emergency Response Authority	Autoritatea pentru Pregătire și Răspuns în caz de Urgență Sanitară
serogroup	serogrup
yellow fever mosquito	țânțarul febrei galbene|țânțarul <i>Aedes aegypti</i>
dengue mosquito	țânțarul febrei galbene|țânțarul <i>Aedes aegypti</i>
<em>Aedes aegypti</em> mosquito	țânțarul febrei galbene|țânțarul <i>Aedes aegypti</i>
single exposure	expunere singulară
antigen	antigen
fluid	fluid
congenital malformation	malformație
congenital abnormality	malformație
birth defect	malformație
raceme	racem
bunch.cluster	racem
talampicillin	talampicilină
blind reading	citire „în orb”
linguistic post-opinion checking procedure	procedura de verificare lingvistică ulterioară formulării avizului
disease free	indemn de boală
free from disease	indemn de boală
protected brush	PB Wimberley|perie protejată
PB Wimberley	PB Wimberley|perie protejată
PSB	PB Wimberley|perie protejată
protected brush catheter	PB Wimberley|perie protejată
protected-specimen brush	PB Wimberley|perie protejată
cold chain	lanț frigorific
cerebral abscess	abces cerebral
brain abscess	abces cerebral
One Health approach	"abordare de tip „O singură sănătate”|abordarea ""O singură sănătate"""
transposition	transpoziție
submitter	transmițător|transmițător de informații
European Medical Corps	Corpul medical european
non-circulative virus	virus necirculativ
polyvalent vaccine	vaccin polivalent|vaccin multivalent
multivalent vaccine	vaccin polivalent|vaccin multivalent
spot check	control prin sondaj
homeopathic medicinal product	medicament homeopat
edible crab	crab turtă|crab comun
ox crab	crab turtă|crab comun
European edible crab	crab turtă|crab comun
administered activity	activitate administrată
rat	șobolan|șobolan de laborator
laboratory rat	șobolan|șobolan de laborator
macrobiotic diet	dietă macrobiotică|regim macrobiotic
Union marketing authorisation	autorizație comunitară de introducere pe piață
marketing authorisation	autorizație comunitară de introducere pe piață
Community marketing authorisation	autorizație comunitară de introducere pe piață
natural reservoir	rezervor de infecție
pathological reservoir	rezervor de infecție
reservoir	rezervor de infecție
gonad	gonadă
direct contact transmission	transmitere prin contact direct
Magnusson and Kligman method	test de maximizare Magnusson și Klingman|test de maximizare la cobai
GPMT	test de maximizare Magnusson și Klingman|test de maximizare la cobai
Magnusson and Kligman Maximisation Test	test de maximizare Magnusson și Klingman|test de maximizare la cobai
Guinea-Pig Maximisation Test	test de maximizare Magnusson și Klingman|test de maximizare la cobai
summerwood	lemn secundar
latewood	lemn secundar
capelin	capelin
Convention on Human Rights and Biomedicine	Convenția europeană pentru protecția drepturilor omului și a demnității ființei umane față de aplicațiile biologiei și medicinei|Convenția pentru protecția drepturilor omului și a demnității ființei umane față de aplicațiile biologiei și medicinei|Convenția privind drepturile omului și biomedicina
European Convention on Human Rights and Biomedicine	Convenția europeană pentru protecția drepturilor omului și a demnității ființei umane față de aplicațiile biologiei și medicinei|Convenția pentru protecția drepturilor omului și a demnității ființei umane față de aplicațiile biologiei și medicinei|Convenția privind drepturile omului și biomedicina
Oviedo Convention	Convenția europeană pentru protecția drepturilor omului și a demnității ființei umane față de aplicațiile biologiei și medicinei|Convenția pentru protecția drepturilor omului și a demnității ființei umane față de aplicațiile biologiei și medicinei|Convenția privind drepturile omului și biomedicina
Convention for the Protection of Human Rights and Dignity of the Human Being with regard to the Application of Biology and Medicine	Convenția europeană pentru protecția drepturilor omului și a demnității ființei umane față de aplicațiile biologiei și medicinei|Convenția pentru protecția drepturilor omului și a demnității ființei umane față de aplicațiile biologiei și medicinei|Convenția privind drepturile omului și biomedicina
national competent authority partner	partener al autorităților naționale competente
ketamine	ketamină
genetic data	date genetice
subcutaneous tissue	țesut subcutanat
death	deces
fatality	deces
muco-adherent	aderent la mucoasă
mucosal adherent	aderent la mucoasă
pharmacological activity	activitate farmacologică
contact tracing	urmărire a contacților|identificare și supraveghere epidemiologică a contacților|depistare a contacților
aerosol	aerosol
greater argentine	argentină mare
greater silver smelt	argentină mare
butylbenzylphthalate	BBP|ftalat de butil și de benzil
butylbenzyl phthalate	BBP|ftalat de butil și de benzil
benzyl butyl phthalate	BBP|ftalat de butil și de benzil
BBP	BBP|ftalat de butil și de benzil
butyl benzyl phthalate	BBP|ftalat de butil și de benzil
EU Cancer Screening Scheme	program UE de screening pentru depistarea cancerului
African grey parrot	papagal Jako|papagal cenușiu african
grey parrot	papagal Jako|papagal cenușiu african
programme of Community action in the field of public health (2003-2008)	program de acțiune comunitară în domeniul sănătății publice
programme of Community action in the field of public health	program de acțiune comunitară în domeniul sănătății publice
risk assessment	evaluare a riscurilor
fomes	vector neanimat
fomite	vector neanimat
genotoxic effect	efect genotoxic|activitate genotoxică
genotoxic activity	efect genotoxic|activitate genotoxică
remote care	teleîngrijire
telehomecare	teleîngrijire
telecare	teleîngrijire
telenursing	teleîngrijire
markedly deepened rugae	pliuri vizibil mai adânci
nutritional crisis	criză nutrițională
route of infection	calea de infecție
channel of infection	calea de infecție
regenerative medicine	medicină regenerativă
filling volume	volum de umplere
SIDS	sindromul morții subite a sugarului|SMSS
sudden infant death syndrome	sindromul morții subite a sugarului|SMSS
crib death	sindromul morții subite a sugarului|SMSS
medical countermeasure	mijloace medicale de contracarare
CTIS	Sistemul de informații privind studiile clinice intervenționale
Clinical Trials Information System	Sistemul de informații privind studiile clinice intervenționale
orange roughy	pion portocaliu
Kawasaki-like syndrome	sindrom inflamator multisistemic potenţial asociat COVID-19|sindrom inflamator Kawasaki-like
KLD	sindrom inflamator multisistemic potenţial asociat COVID-19|sindrom inflamator Kawasaki-like
Kawasaki-like disease	sindrom inflamator multisistemic potenţial asociat COVID-19|sindrom inflamator Kawasaki-like
trypanosomiasis	tripanozomiază
trypanosomosis	tripanozomiază
sailfin roughshark	Oxynotus paradoxus
time-effect curve	curbă timp-efect
vector	vector
teleutospore	teliospor
teliospore	teliospor
CRI	infecție rubeolică congenitală
congenital rubella infection	infecție rubeolică congenitală
validation	validare
ochratoxin	ochratoxină
column leachable	levigat de coloană
scientific advice	consiliere științifică
sciatic nerve	nerv sciatic
National Sanitary Veterinary and Food Safety Authority	ANSVSA|Autoritatea Națională Sanitară Veterinară și pentru Siguranța Alimentelor
hazard identification	identificarea pericolelor
post-marketing	ulterior introducerii pe piață
European Roadmap towards lifting coronavirus containment measures	foaie de parcurs europeană comună pentru ridicarea măsurilor de limitare a răspândirii bolii COVID-19|foaie de parcurs europeană comună pentru ridicarea măsurilor de limitare a răspândirii bolii provocate de coronavirusul SARS-CoV-2
joint European Roadmap towards lifting COVID-19 containment measures	foaie de parcurs europeană comună pentru ridicarea măsurilor de limitare a răspândirii bolii COVID-19|foaie de parcurs europeană comună pentru ridicarea măsurilor de limitare a răspândirii bolii provocate de coronavirusul SARS-CoV-2
coronavirus response team	echipa europeană de răspuns la coronavirus|echipa europeană de răspuns la epidemia de COVID-19
corona response team	echipa europeană de răspuns la coronavirus|echipa europeană de răspuns la epidemia de COVID-19
European corona response team	echipa europeană de răspuns la coronavirus|echipa europeană de răspuns la epidemia de COVID-19
embryonic induction	inducție embrionară|inducție
sustained human-to-human transmission	transmitere susținută de la om la om
sustained transmission	transmitere susținută de la om la om
otological antiinfective	antiinfecțios de uz auricular
neuraminidase inhibitor	inhibitor de neuraminidază
antimicrobial activity	activitate antimicrobiană
hospital grade air filtering	instalație de tratare specială a aerului pentru mediul intraspitalicesc
protozoan infection	infecție cu protozoare|protozooză|infestare cu protozoare
protozoan disease	infecție cu protozoare|protozooză|infestare cu protozoare
HACCP system	HACCP|analiza riscurilor și punctele critice de control
hazard analysis critical control point system	HACCP|analiza riscurilor și punctele critice de control
hazard analysis of critical control points	HACCP|analiza riscurilor și punctele critice de control
hazard analysis and critical control point	HACCP|analiza riscurilor și punctele critice de control
HACCP	HACCP|analiza riscurilor și punctele critice de control
spindle inhibitor	inhibitor de fus
sensory deficit	deficit senzorial
healthcare worker	personal de specialitate medico-sanitar|profesionist din domeniul sănătății
health service provider	personal de specialitate medico-sanitar|profesionist din domeniul sănătății
HCW	personal de specialitate medico-sanitar|profesionist din domeniul sănătății
health professional	personal de specialitate medico-sanitar|profesionist din domeniul sănătății
healthcare professional	personal de specialitate medico-sanitar|profesionist din domeniul sănătății
HCP	personal de specialitate medico-sanitar|profesionist din domeniul sănătății
cauda epididymides	coada epididimului
analytical sensitivity	sensibilitate analitică
balao halfbeak	zărgan fals
cyanide	cianură
mesh size	dimensiune a ochiului
genetic endpoint	efect genetic
field trial	studiu clinic efectuat pe teren
clinical field trial	studiu clinic efectuat pe teren
veterinary field trial	studiu clinic efectuat pe teren
clinical trial	studiu clinic efectuat pe teren
national marketing authorisation application	cerere națională de autorizație de introducere pe piață
testing rate	rată de testare
Baltic prawn	caridă|creveta-de-iarbă
operation for fostering crisis response capacities in the context of the COVID-19 outbreak	operațiune de sprijinire a capacităților de reacție în situații de criză
operation for fostering crisis response capacities	operațiune de sprijinire a capacităților de reacție în situații de criză
herbal preparation	preparat din plante
component	parte componentă a unui dispozitiv medical|componentă
perfusion	perfuzie
perfusion fixation	perfuzie
RPA	amplificare a recombinazei polimerazei|RPA
recombinase polymerase amplification	amplificare a recombinazei polimerazei|RPA
lymphangitis	limfangită
decentralised marketing authorisation application	cerere de autorizație de introducere pe piață prin procedura descentralizată
adrenaline	epinefrină|adrenalină
A	epinefrină|adrenalină
adrenalin	epinefrină|adrenalină
epinephrine	epinefrină|adrenalină
E	epinefrină|adrenalină
thromboplastin	tromboplastină
peripheral blood lymphocyte	limfocit din sângele periferic|limfocit periferic
peripheral lymphocyte	limfocit din sângele periferic|limfocit periferic
PBL	limfocit din sângele periferic|limfocit periferic
invasive treatment intervention	terapie invazivă|procedură terapeutică invazivă
invasive treatment	terapie invazivă|procedură terapeutică invazivă
system-to-system integration	integrare sistem-la-sistem
European Product Categorisation System	sistemul european de clasificare a produselor|EuPCS
EuPCS	sistemul european de clasificare a produselor|EuPCS
leachable	produs de levigare
gene conversion	conversie genică
proximal sciatic nerve	bloc de nerv sciatic proximal|captul proximal al nervului sciatic
surgical site infection	infecție la locul intervenției chirurgicale
SSI	infecție la locul intervenției chirurgicale
Adair Dighton syndrome	osteogeneză imperfectă tardivă|boala Lobstein
brittle bone syndrome	osteogeneză imperfectă tardivă|boala Lobstein
brittle bone disease	osteogeneză imperfectă tardivă|boala Lobstein
glass bone disease	osteogeneză imperfectă tardivă|boala Lobstein
osteogenesis imperfecta	osteogeneză imperfectă tardivă|boala Lobstein
osteogenesis imperfecta tarda	osteogeneză imperfectă tardivă|boala Lobstein
osteogenesis imperfecta type I	osteogeneză imperfectă tardivă|boala Lobstein
Blegvad-Haxthausen syndrome	osteogeneză imperfectă tardivă|boala Lobstein
Lobstein’s disease	osteogeneză imperfectă tardivă|boala Lobstein
Lobstein disease	osteogeneză imperfectă tardivă|boala Lobstein
ventricular arrhythmia	aritmie ventriculară
telmisartan	telmisartan
system	sistem
novel therapy veterinary medicinal product	produs medicinal veterinar pentru terapii noi
referral procedure	procedura de sesizare
dominant allele	alelă dominantă
mouse heritable translocation test	test de translocație ereditară la șoarece
ICH country	stat semnatar al ICH
